CNumber,Target,Screen Conc(10.0),% Activity Remaining,Standard Deviation
183,PKC zeta ,10.0,112,14
183,PKD1,10.0,50,1
183,STK33,10.0,26,0
183,MSK1,10.0,89,8
183,MNK1,10.0,53,0
183,MNK2,10.0,44,6
183,MAPKAP-K2 ,10.0,90,12
183,MAPKAP-K3,10.0,79,6
183,PRAK,10.0,93,2
183,CAMKK beta ,10.0,29,8
183,CAMK1,10.0,53,5
183,SmMLCK,10.0,35,6
183,PHK,10.0,54,6
183,DAPK1,10.0,77,5
183,CHK1,10.0,67,6
183,CHK2,10.0,9,3
183,GSK3 beta ,10.0,86,1
183,CDK2-Cyclin A,10.0,88,2
183,PLK1,10.0,58,11
183,Aurora A,10.0,5,0
183,Aurora B,10.0,31,5
183,TLK1,10.0,84,3
183,LKB1,10.0,77,4
183,AMPK,10.0,67,8
183,MARK1,10.0,91,8
183,MARK2,10.0,83,1
183,MARK3,10.0,82,6
183,MARK4,10.0,89,9
183,BRSK1,10.0,92,2
183,BRSK2,10.0,87,9
183,MELK,10.0,92,4
183,NUAK1,10.0,31,4
183,CK1 delta ,10.0,87,8
183,CK2,10.0,84,12
183,DYRK1A,10.0,91,7
183,DYRK2,10.0,99,9
183,DYRK3,10.0,91,6
183,NEK2a,10.0,95,3
183,NEK6,10.0,90,1
183,IKK beta ,10.0,82,4
73,Src,10.0,105,10
73,Lck,10.0,96,2
73,CSK,10.0,103,2
73,MKK1,10.0,85,0
73,ERK1,10.0,85,7
73,ERK2,10.0,88,11
73,JNK1,10.0,92,5
73,JNK2,10.0,97,2
73,JNK3,10.0,86,2
73,p38 alpha MAPK,10.0,101,10
73,p38 beta MAPK,10.0,100,5
73,p38 gamma MAPK,10.0,89,3
73,p38 delta MAPK,10.0,101,13
73,ERK8,10.0,69,4
73,RSK1,10.0,92,3
73,RSK2,10.0,103,4
73,PDK1,10.0,88,2
73,PKB alpha ,10.0,95,3
73,PKB beta ,10.0,81,8
73,SGK1,10.0,104,4
73,S6K1,10.0,90,2
73,PKA,10.0,97,0
73,ROCK 2,10.0,89,10
73,PRK2,10.0,74,7
73,PKC alpha ,10.0,76,6
73,PKC zeta ,10.0,114,5
73,PKD1,10.0,105,2
73,MSK1,10.0,103,0
73,MNK1,10.0,77,5
73,MNK2,10.0,94,4
73,MAPKAP-K2 ,10.0,102,3
73,MAPKAP-K3,10.0,119,4
73,PRAK,10.0,83,6
73,CAMKK beta ,10.0,71,4
73,CAMK1,10.0,87,14
73,SmMLCK,10.0,88,7
73,PHK,10.0,94,9
73,CHK1,10.0,82,12
73,CHK2,10.0,83,0
73,GSK3 beta ,10.0,37,3
73,CDK2-Cyclin A,10.0,80,1
73,PLK1,10.0,26,0
73,Aurora B,10.0,69,3
73,Aurora C,10.0,84,2
73,AMPK,10.0,96,7
73,MARK3,10.0,79,13
73,BRSK2,10.0,103,4
73,MELK,10.0,85,8
73,CK1 delta ,10.0,56,3
73,CK2,10.0,23,5
73,DYRK1A,10.0,75,9
73,DYRK2,10.0,94,3
73,DYRK3,10.0,78,2
73,NEK2a,10.0,90,8
73,NEK6,10.0,103,4
73,NEK7,10.0,86,0
73,IKK beta ,10.0,67,4
73,PIM1,10.0,8,1
73,PIM2,10.0,65,1
73,PIM3,10.0,13,2
73,SRPK1,10.0,100,5
73,MST2,10.0,84,0
73,EF2K,10.0,83,3
73,HIPK2,10.0,38,1
73,HIPK3,10.0,77,2
73,PAK4,10.0,67,4
73,PAK5,10.0,92,5
73,PAK6,10.0,99,0
73,FGF-R1,10.0,95,2
73,IRR,10.0,55,8
73,EPH-A2,10.0,94,4
73,MST4,10.0,90,1
73,SYK,10.0,115,9
73,YES1,10.0,90,3
73,IKK epsilon ,10.0,100,3
73,TBK1,10.0,102,4
73,CAMKK alpha ,10.0,71,4
184,PHK,10.0,95,8
184,DAPK1,10.0,91,4
184,CHK1,10.0,91,18
184,CHK2,10.0,81,9
184,GSK3 beta ,10.0,71,26
184,CDK2-Cyclin A,10.0,84,5
184,PLK1,10.0,100,7
184,Aurora A,10.0,93,4
184,Aurora B,10.0,61,4
184,TLK1,10.0,98,4
184,LKB1,10.0,90,5
184,AMPK,10.0,96,3
184,MARK1,10.0,89,2
184,MARK2,10.0,79,0
184,MARK3,10.0,78,14
184,MARK4,10.0,100,3
184,BRSK1,10.0,69,0
184,BRSK2,10.0,92,6
184,MELK,10.0,90,8
184,NUAK1,10.0,79,5
184,CK1 delta ,10.0,11,4
184,CK2,10.0,84,3
184,DYRK1A,10.0,80,3
184,DYRK2,10.0,114,23
184,DYRK3,10.0,90,0
184,NEK2a,10.0,83,6
184,NEK6,10.0,88,3
184,IKK beta ,10.0,84,2
184,IKK epsilon ,10.0,103,2
184,TBK1,10.0,105,1
184,PIM1,10.0,97,3
184,PIM2,10.0,85,9
184,PIM3,10.0,71,8
184,SRPK1,10.0,97,5
184,EF2K,10.0,77,5
184,EIF2AK3,10.0,86,14
184,HIPK1,10.0,95,16
184,HIPK2,10.0,89,2
184,HIPK3,10.0,113,2
184,CLK2,10.0,77,3
184,PAK2,10.0,89,7
184,PAK4,10.0,110,7
184,PAK5,10.0,101,11
184,PAK6,10.0,96,9
184,MST2,10.0,91,6
184,MST4,10.0,91,10
184,GCK,10.0,30,2
184,MINK1,10.0,16,10
184,MEKK1,10.0,82,11
184,MLK1,10.0,76,5
184,MLK3,10.0,109,2
184,TAO1,10.0,78,8
184,ASK1,10.0,108,10
184,TAK1,10.0,41,1
184,IRAK1,10.0,84,4
184,IRAK4,10.0,85,15
184,RIPK2,10.0,7,1
184,OSR1,10.0,104,10
184,TTK,10.0,88,8
184,MPSK1,10.0,91,2
184,Src,10.0,72,4
184,Lck,10.0,39,4
184,CSK,10.0,92,9
184,YES1,10.0,48,6
184,ABL,10.0,14,3
184,BTK,10.0,61,16
184,JAK2,10.0,90,6
184,SYK,10.0,103,24
184,ZAP70,10.0,109,8
184,TIE2,10.0,111,12
184,BRK,10.0,30,1
184,EPH-A2,10.0,87,17
184,EPH-A4,10.0,106,7
184,EPH-B1,10.0,95,6
184,EPH-B2,10.0,98,1
184,EPH-B3,10.0,69,4
184,EPH-B4,10.0,93,1
184,FGF-R1,10.0,50,4
184,HER4,10.0,93,13
184,IGF-1R,10.0,87,9
184,IR,10.0,92,1
184,IRR,10.0,86,7
184,TrkA,10.0,90,27
184,VEGFR1,10.0,7,1
184,MKK1,10.0,77,6
184,MKK2,10.0,83,4
184,MKK6,10.0,107,3
184,ERK1,10.0,81,3
184,ERK2,10.0,73,7
184,JNK1,10.0,93,1
184,JNK2,10.0,68,7
184,JNK3,10.0,57,4
184,p38 alpha MAPK,10.0,18,0
184,p38 beta MAPK,10.0,52,2
184,p38 gamma MAPK,10.0,78,7
184,p38 delta MAPK,10.0,86,17
184,ERK8,10.0,73,12
184,RSK1,10.0,93,11
184,RSK2,10.0,116,30
184,PDK1,10.0,104,12
184,PKB alpha ,10.0,92,10
184,PKB beta ,10.0,90,4
184,SGK1,10.0,90,4
184,S6K1,10.0,84,9
184,PKA,10.0,87,8
184,ROCK 2,10.0,91,1
184,PRK2,10.0,82,1
184,PKC alpha ,10.0,96,10
184,PKC gamma ,10.0,93,14
184,PKC zeta ,10.0,83,11
184,PKD1,10.0,22,1
184,STK33,10.0,85,12
184,MSK1,10.0,74,2
184,MNK1,10.0,69,4
184,MNK2,10.0,97,2
184,MAPKAP-K2 ,10.0,109,12
184,MAPKAP-K3,10.0,100,6
184,PRAK,10.0,91,8
184,CAMKK beta ,10.0,85,23
184,CAMK1,10.0,84,6
184,SmMLCK,10.0,104,9
215,CHK2,10.0,100,4
215,GSK3 beta ,10.0,64,12
215,CDK2-Cyclin A,10.0,95,12
215,PLK1,10.0,121,2
215,Aurora A,10.0,103,2
215,Aurora B,10.0,64,12
215,TLK1,10.0,99,4
215,LKB1,10.0,93,1
215,AMPK,10.0,99,11
215,MARK1,10.0,107,6
215,MARK2,10.0,88,5
215,MARK3,10.0,83,11
215,MARK4,10.0,83,4
215,BRSK1,10.0,92,14
215,BRSK2,10.0,79,5
215,MELK,10.0,99,2
215,NUAK1,10.0,98,16
215,TSSK1,10.0,86,9
215,CK1 delta ,10.0,113,10
215,CK2,10.0,107,13
215,TTBK1,10.0,106,7
215,DYRK1A,10.0,79,4
215,DYRK2,10.0,83,9
215,DYRK3,10.0,93,4
215,NEK2a,10.0,96,11
215,NEK6,10.0,98,11
215,IKK beta ,10.0,99,4
215,IKK epsilon ,10.0,95,5
215,TBK1,10.0,102,17
215,PIM1,10.0,76,2
215,PIM2,10.0,85,4
215,PIM3,10.0,95,10
215,SRPK1,10.0,101,10
215,EF2K,10.0,107,11
215,EIF2AK3,10.0,96,2
215,HIPK1,10.0,86,0
215,HIPK2,10.0,90,15
215,HIPK3,10.0,91,0
215,CLK2,10.0,74,1
215,PAK2,10.0,79,6
215,PAK4,10.0,67,0
215,PAK5,10.0,64,3
215,PAK6,10.0,89,0
215,MST2,10.0,100,10
215,MST4,10.0,86,17
215,GCK,10.0,94,1
215,MINK1,10.0,87,17
215,MEKK1,10.0,112,2
215,MLK1,10.0,50,3
215,MLK3,10.0,46,3
215,TESK1,10.0,107,6
215,TAO1,10.0,119,4
215,ASK1,10.0,92,6
215,TAK1,10.0,54,4
215,IRAK1,10.0,108,6
215,IRAK4,10.0,110,26
215,RIPK2,10.0,98,7
215,OSR1,10.0,83,3
215,TTK,10.0,95,0
215,MPSK1,10.0,106,3
215,Src,10.0,75,3
215,Lck,10.0,91,11
215,CSK,10.0,101,9
215,YES1,10.0,95,5
215,ABL,10.0,98,4
215,BTK,10.0,110,16
215,JAK2,10.0,101,2
215,SYK,10.0,82,8
215,ZAP70,10.0,128,30
215,TIE2,10.0,96,6
215,BRK,10.0,119,0
215,EPH-A2,10.0,86,14
215,EPH-A4,10.0,107,4
215,EPH-B1,10.0,90,4
215,EPH-B2,10.0,121,17
215,EPH-B3,10.0,113,18
215,EPH-B4,10.0,87,16
215,FGF-R1,10.0,75,10
215,HER4,10.0,98,13
215,IGF-1R,10.0,103,4
215,IR,10.0,93,17
215,IRR,10.0,105,14
215,TrkA,10.0,78,19
215,VEGFR1,10.0,112,25
215,MKK1,10.0,95,1
215,MKK2,10.0,135,1
215,MKK6,10.0,108,17
215,ERK1,10.0,95,1
215,ERK2,10.0,101,2
215,JNK1,10.0,114,17
215,JNK2,10.0,95,8
215,JNK3,10.0,101,4
215,p38 alpha MAPK,10.0,114,11
215,p38 beta MAPK,10.0,115,9
215,p38 gamma MAPK,10.0,105,1
215,p38 delta MAPK,10.0,94,2
215,ERK8,10.0,94,2
215,RSK1,10.0,114,1
215,RSK2,10.0,85,1
215,PDK1,10.0,7,1
215,PKB alpha ,10.0,90,16
215,PKB beta ,10.0,77,13
215,SGK1,10.0,102,5
215,S6K1,10.0,98,3
215,PKA,10.0,111,4
215,ROCK 2,10.0,108,14
215,PRK2,10.0,103,6
215,PKC alpha ,10.0,96,7
215,PKC gamma ,10.0,102,31
215,PKC zeta ,10.0,88,10
215,PKD1,10.0,75,4
215,STK33,10.0,79,10
215,MSK1,10.0,106,1
215,MNK1,10.0,99,4
215,MNK2,10.0,112,14
215,MAPKAP-K2 ,10.0,90,14
215,MAPKAP-K3,10.0,74,4
215,PRAK,10.0,95,5
215,CAMKK beta ,10.0,90,2
215,CAMK1,10.0,51,5
215,SmMLCK,10.0,89,4
215,PHK,10.0,119,22
215,DAPK1,10.0,91,5
215,CHK1,10.0,95,19
170,ERK1,10.0,93,4
170,GSK3 beta ,10.0,72,11
170,ERK2,10.0,75,10
170,CDK2-Cyclin A,10.0,75,1
170,JNK1,10.0,87,6
170,PLK1,10.0,94,4
170,JNK2,10.0,97,6
170,Aurora A,10.0,93,13
170,JNK3,10.0,84,2
170,Aurora B,10.0,78,4
170,p38 alpha MAPK,10.0,101,1
170,LKB1,10.0,86,3
170,p38 beta MAPK,10.0,76,0
170,AMPK,10.0,83,10
170,p38 gamma MAPK,10.0,101,3
170,MARK1,10.0,98,4
170,p38 delta MAPK,10.0,106,6
170,MARK2,10.0,94,8
170,ERK8,10.0,93,1
170,MARK3,10.0,91,5
170,RSK1,10.0,62,5
170,MARK4,10.0,92,3
170,RSK2,10.0,81,0
170,BRSK1,10.0,87,8
170,PDK1,10.0,105,5
170,BRSK2,10.0,94,5
170,PKB alpha ,10.0,75,3
170,MELK,10.0,80,5
170,PKB beta ,10.0,68,3
170,NUAK1,10.0,95,6
170,SGK1,10.0,63,4
170,CK1 delta ,10.0,91,2
170,S6K1,10.0,84,0
170,CK2,10.0,84,1
170,PKA,10.0,90,7
170,DYRK1A,10.0,57,5
170,ROCK 2,10.0,91,12
170,DYRK2,10.0,87,0
170,PRK2,10.0,92,0
170,DYRK3,10.0,81,0
170,PKC alpha ,10.0,98,12
170,NEK2a,10.0,87,4
170,PKC zeta ,10.0,97,4
170,NEK6,10.0,90,1
170,PKD1,10.0,104,2
170,IKK beta ,10.0,89,2
170,MSK1,10.0,76,9
170,IKK epsilon ,10.0,91,6
170,MNK1,10.0,58,6
170,TBK1,10.0,89,13
170,MNK2,10.0,92,10
170,PIM1,10.0,68,0
170,MAPKAP-K2 ,10.0,88,2
170,PIM2,10.0,97,5
170,MAPKAP-K3,10.0,94,5
170,PIM3,10.0,51,8
170,PRAK,10.0,102,0
170,SRPK1,10.0,116,5
170,CAMKK beta ,10.0,84,5
170,EF2K,10.0,109,12
170,CAMK1,10.0,35,5
170,HIPK1,10.0,97,13
170,SmMLCK,10.0,72,3
170,HIPK2,10.0,80,7
170,PHK,10.0,68,5
170,HIPK3,10.0,100,8
170,DAPK1,10.0,48,6
170,CLK2,10.0,67,8
170,CHK1,10.0,45,6
170,PAK2,10.0,103,2
170,CHK2,10.0,39,0
170,PAK4,10.0,66,6
170,PAK5,10.0,75,4
170,PAK6,10.0,91,2
170,MST2,10.0,94,12
170,MST4,10.0,105,0
170,GCK,10.0,85,4
170,MINK1,10.0,69,3
170,MEKK1,10.0,83,2
170,MLK1,10.0,66,5
170,MLK3,10.0,81,2
170,TAO1,10.0,85,2
170,ASK1,10.0,90,4
170,TAK1,10.0,49,4
170,IRAK4,10.0,99,5
170,RIPK2,10.0,38,4
170,TTK,10.0,80,8
170,Src,10.0,105,13
170,Lck,10.0,80,3
170,CSK,10.0,85,4
170,YES1,10.0,68,6
170,BTK,10.0,99,4
170,JAK2,10.0,94,0
170,SYK,10.0,96,14
170,EPH-A2,10.0,87,14
170,EPH-A4,10.0,97,5
170,EPH-B1,10.0,100,12
170,EPH-B2,10.0,74,8
170,EPH-B3,10.0,105,7
170,EPH-B4,10.0,86,6
170,FGF-R1,10.0,70,3
170,HER4,10.0,97,7
170,IGF-1R,10.0,55,3
170,IR,10.0,83,12
170,IRR,10.0,61,0
170,TrkA,10.0,87,5
170,VEGFR1,10.0,53,1
170,MKK1,10.0,90,5
170,MKK2,10.0,90,7
170,MKK6,10.0,104,9
78,CAMK1,10.0,74,8
78,SmMLCK,10.0,95,40
78,PHK,10.0,95,5
78,CHK1,10.0,86,5
78,CHK2,10.0,77,5
78,GSK3 beta ,10.0,80,5
78,CDK2-Cyclin A,10.0,57,2
78,PLK1,10.0,101,6
78,Aurora B,10.0,63,2
78,Aurora C,10.0,None,None
78,AMPK,10.0,85,14
78,MARK3,10.0,103,5
78,BRSK2,10.0,None,None
78,MELK,10.0,None,None
78,CK1 delta ,10.0,91,3
78,CK2,10.0,78,4
78,DYRK1A,10.0,84,16
78,DYRK2,10.0,None,None
78,DYRK3,10.0,None,None
78,NEK2a,10.0,83,0
78,NEK6,10.0,103,14
78,NEK7,10.0,92,8
78,IKK beta ,10.0,71,1
78,PIM1,10.0,None,None
78,PIM2,10.0,63,0
78,PIM3,10.0,None,None
78,SRPK1,10.0,87,16
78,MST2,10.0,82,0
78,EF2K,10.0,88,12
78,HIPK2,10.0,None,None
78,HIPK3,10.0,None,None
78,PAK4,10.0,None,None
78,PAK5,10.0,None,None
78,PAK6,10.0,None,None
78,Src,10.0,82,3
78,Lck,10.0,75,0
78,CSK,10.0,80,8
78,MKK1,10.0,58,14
78,ERK2,10.0,96,7
78,JNK1,10.0,84,9
78,JNK3,10.0,76,1
78,p38 alpha MAPK,10.0,88,3
78,p38 beta MAPK,10.0,80,4
78,p38 gamma MAPK,10.0,91,4
78,p38 delta MAPK,10.0,65,13
78,ERK8,10.0,84,10
78,RSK1,10.0,43,8
78,RSK2,10.0,67,6
78,PDK1,10.0,96,7
78,PKB alpha ,10.0,89,5
78,PKB beta ,10.0,92,4
78,SGK1,10.0,82,11
78,S6K1,10.0,32,6
78,PKA,10.0,61,3
78,ROCK 2,10.0,28,0
78,PRK2,10.0,15,0
78,PKC alpha ,10.0,72,2
78,PKD1,10.0,85,8
78,MSK1,10.0,30,1
78,MNK1,10.0,66,0
78,MNK2,10.0,81,9
78,MAPKAP-K2 ,10.0,85,4
78,MAPKAP-K3,10.0,97,6
78,PRAK,10.0,77,1
78,ERK1,10.0,None,None
78,JNK2,10.0,None,None
78,PKC zeta ,10.0,None,None
78,CAMKK alpha ,10.0,None,None
78,CAMKK beta ,10.0,None,None
351,ERK5,10.0,40,4
351,JNK1,10.0,41,5
351,JNK2,10.0,43,10
351,JNK3,10.0,17,6
351,p38 alpha MAPK,10.0,108,10
351,p38 beta MAPK,10.0,108,7
351,p38 gamma MAPK,10.0,115,4
351,p38 delta MAPK,10.0,112,8
351,ERK8,10.0,75,8
351,RSK1,10.0,60,4
351,RSK2,10.0,75,12
351,PDK1,10.0,109,5
351,PKB alpha ,10.0,109,7
351,PKB beta ,10.0,115,5
351,SGK1,10.0,99,1
351,S6K1,10.0,103,1
351,PKA,10.0,114,13
351,ROCK 2,10.0,108,2
351,PRK2,10.0,111,7
351,PKC alpha ,10.0,106,3
351,PKC gamma ,10.0,100,0
351,PKC zeta ,10.0,88,6
351,PKD1,10.0,50,6
351,STK33,10.0,31,4
351,MSK1,10.0,111,6
351,MNK1,10.0,89,4
351,MNK2,10.0,69,3
351,MAPKAP-K2 ,10.0,102,3
351,MAPKAP-K3,10.0,120,14
351,PRAK,10.0,31,8
351,CAMKK beta ,10.0,39,13
351,CAMK1,10.0,24,4
351,SmMLCK,10.0,36,0
351,PHK,10.0,39,1
351,DAPK1,10.0,54,0
351,CHK1,10.0,106,8
351,CHK2,10.0,26,4
351,GSK3 beta ,10.0,105,2
351,CDK2-Cyclin A,10.0,91,2
351,CDK9-Cyclin T1,10.0,100,10
351,PLK1,10.0,114,7
351,Aurora A,10.0,103,7
351,Aurora B,10.0,68,1
351,TLK1,10.0,100,1
351,LKB1,10.0,110,2
351,AMPK (hum),10.0,48,11
351,MARK1,10.0,102,1
351,MARK2,10.0,106,11
351,MARK3,10.0,113,9
351,MARK4,10.0,109,8
351,BRSK1,10.0,79,8
351,BRSK2,10.0,86,8
351,MELK,10.0,55,8
351,NUAK1,10.0,16,3
351,SIK2,10.0,106,9
351,SIK3,10.0,105,7
351,TSSK1,10.0,13,3
351,CK1 gamma 2,10.0,104,7
351,CK1 delta ,10.0,101,2
351,CK2,10.0,116,10
351,TTBK1,10.0,94,7
351,TTBK2,10.0,100,10
351,DYRK1A,10.0,52,5
351,DYRK2,10.0,59,2
351,DYRK3,10.0,94,1
351,NEK2a,10.0,115,16
351,NEK6,10.0,112,3
351,IKK beta ,10.0,108,7
351,IKK epsilon ,10.0,99,2
351,TBK1,10.0,99,1
351,PIM1,10.0,61,3
351,PIM2,10.0,97,4
351,PIM3,10.0,49,7
351,SRPK1,10.0,71,3
351,EF2K,10.0,100,8
351,EIF2AK3,10.0,115,7
351,HIPK1,10.0,104,7
351,HIPK2,10.0,93,7
351,HIPK3,10.0,98,3
351,CLK2,10.0,2,1
351,PAK2,10.0,105,6
351,PAK4,10.0,108,13
351,PAK5,10.0,102,10
351,PAK6,10.0,110,1
351,MST2,10.0,116,5
351,MST3,10.0,110,5
351,MST4,10.0,111,2
351,GCK,10.0,51,14
351,MAP4K3,10.0,89,3
351,MAP4K5,10.0,88,3
351,MINK1,10.0,100,14
351,MEKK1,10.0,103,14
351,MLK1,10.0,56,4
351,MLK3,10.0,95,7
351,TESK1,10.0,94,4
351,TAO1,10.0,120,14
351,ASK1,10.0,20,1
351,TAK1,10.0,53,9
351,IRAK1,10.0,87,4
351,IRAK4,10.0,92,1
351,RIPK2,10.0,116,3
351,OSR1,10.0,64,1
351,TTK,10.0,53,4
351,MPSK1,10.0,115,4
351,WNK1,10.0,116,5
351,ULK1,10.0,94,11
351,ULK2,10.0,89,1
351,TGFBR1,10.0,115,1
351,Src,10.0,99,19
351,Lck,10.0,113,15
351,CSK,10.0,122,3
351,MKK1,10.0,73,7
351,YES1,10.0,109,21
351,MKK2,10.0,78,12
351,ABL,10.0,97,3
351,MKK6,10.0,100,5
351,BTK,10.0,102,2
351,ERK1,10.0,56,11
351,JAK2,10.0,109,4
351,ERK2,10.0,66,3
351,SYK,10.0,102,3
351,ZAP70,10.0,114,1
351,TIE2,10.0,97,13
351,BRK,10.0,114,5
351,EPH-A2,10.0,122,7
351,EPH-A4,10.0,92,4
351,EPH-B1,10.0,94,11
351,EPH-B2,10.0,136,14
351,EPH-B3,10.0,127,18
351,EPH-B4,10.0,94,7
351,FGF-R1,10.0,78,3
351,HER4,10.0,131,0
351,IGF-1R,10.0,110,6
351,IR,10.0,121,7
351,IRR,10.0,91,6
351,TrkA,10.0,53,3
351,DDR2,10.0,97,1
351,VEGFR1,10.0,109,18
351,PDGFRA,10.0,85,6
351,PINK,10.0,107,13
134,SGK1,10.0,98,1
134,S6K1,10.0,95,10
134,PKA,10.0,93,12
134,ROCK 2,10.0,76,5
134,PRK2,10.0,63,0
134,PKC alpha ,10.0,99,1
134,PKC zeta ,10.0,107,5
134,PKD1,10.0,104,5
134,MSK1,10.0,104,2
134,MNK1,10.0,70,2
134,RSK1,10.0,95,8
134,MNK2,10.0,92,4
134,MAPKAP-K2 ,10.0,95,1
134,MAPKAP-K3,10.0,95,2
134,PRAK,10.0,98,1
134,CAMKK beta ,10.0,76,3
134,CAMK1,10.0,80,3
134,SmMLCK,10.0,64,7
134,RSK2,10.0,99,2
134,PHK,10.0,105,1
134,PDK1,10.0,81,7
134,DAPK1,10.0,37,2
134,PKB alpha ,10.0,105,9
134,CHK1,10.0,90,2
134,PKB beta ,10.0,82,7
134,CHK2,10.0,107,9
134,GSK3 beta ,10.0,89,7
134,CDK2-Cyclin A,10.0,112,2
134,PLK1,10.0,99,3
134,Aurora A,10.0,81,0
134,Aurora B,10.0,72,1
134,LKB1,10.0,92,2
134,AMPK,10.0,92,4
134,MARK1,10.0,107,2
134,MARK2,10.0,85,1
134,MARK3,10.0,96,4
134,MARK4,10.0,95,4
134,BRSK1,10.0,86,5
134,BRSK2,10.0,81,5
134,MELK,10.0,81,1
134,NUAK1,10.0,74,14
134,CK1 delta ,10.0,95,1
134,CK2,10.0,118,4
134,DYRK1A,10.0,70,4
134,DYRK2,10.0,80,4
134,DYRK3,10.0,83,6
134,NEK2a,10.0,90,10
134,NEK6,10.0,94,5
134,IKK beta ,10.0,44,1
134,IKK epsilon ,10.0,90,0
134,TBK1,10.0,96,1
134,PIM1,10.0,48,2
134,PIM2,10.0,80,5
134,PIM3,10.0,40,6
134,SRPK1,10.0,101,10
134,EF2K,10.0,103,1
134,HIPK1,10.0,109,11
134,HIPK2,10.0,71,5
134,HIPK3,10.0,104,2
134,CLK2,10.0,54,1
134,PAK2,10.0,96,3
134,PAK4,10.0,94,3
134,PAK5,10.0,99,2
134,PAK6,10.0,90,4
134,MST2,10.0,91,1
134,MST4,10.0,115,3
134,GCK,10.0,87,1
134,MINK1,10.0,97,1
134,MEKK1,10.0,95,5
134,MLK1,10.0,77,2
134,MLK3,10.0,80,5
134,TAO1,10.0,104,1
134,ASK1,10.0,104,4
134,TAK1,10.0,88,4
134,IRAK4,10.0,80,7
134,RIPK2,10.0,42,7
134,TTK,10.0,80,3
134,Src,10.0,102,3
134,Lck,10.0,88,5
134,CSK,10.0,109,4
134,YES1,10.0,82,6
134,BTK,10.0,70,2
134,JAK2,10.0,93,9
134,SYK,10.0,95,7
134,EPH-A2,10.0,92,4
134,EPH-A4,10.0,105,10
134,EPH-B1,10.0,102,4
134,EPH-B2,10.0,101,4
134,EPH-B3,10.0,92,13
134,EPH-B4,10.0,105,11
134,FGF-R1,10.0,100,7
134,HER4,10.0,65,1
134,IGF-1R,10.0,97,13
134,IR,10.0,108,8
134,IRR,10.0,66,7
134,TrkA,10.0,73,14
134,VEGFR1,10.0,74,7
134,MKK1,10.0,96,12
134,MKK2,10.0,96,2
134,MKK6,10.0,94,4
134,ERK1,10.0,111,2
134,ERK2,10.0,105,5
134,JNK1,10.0,92,5
134,JNK2,10.0,99,1
134,JNK3,10.0,95,1
134,p38 alpha MAPK,10.0,101,1
134,p38 beta MAPK,10.0,100,7
134,p38 gamma MAPK,10.0,94,6
134,p38 delta MAPK,10.0,90,5
134,ERK8,10.0,80,4
171,PKC alpha ,10.0,88,3
171,Src,10.0,113,15
171,PKC zeta ,10.0,96,16
171,Lck,10.0,110,8
171,PKD1,10.0,97,6
171,CSK,10.0,103,24
171,MSK1,10.0,110,14
171,YES1,10.0,79,3
171,MNK1,10.0,92,11
171,BTK,10.0,105,6
171,JNK1,10.0,97,1
171,MNK2,10.0,108,4
171,JAK2,10.0,93,10
171,MAPKAP-K2 ,10.0,93,3
171,SYK,10.0,104,6
171,MAPKAP-K3,10.0,101,8
171,EPH-A2,10.0,105,18
171,PRAK,10.0,99,30
171,EPH-A4,10.0,105,3
171,VEGFR1,10.0,104,5
171,CAMKK beta ,10.0,108,6
171,EPH-B1,10.0,100,11
171,CAMK1,10.0,110,5
171,EPH-B2,10.0,109,6
171,SmMLCK,10.0,118,21
171,EPH-B3,10.0,129,10
171,PHK,10.0,106,10
171,EPH-B4,10.0,108,5
171,DAPK1,10.0,113,15
171,FGF-R1,10.0,126,1
171,CHK1,10.0,98,6
171,HER4,10.0,116,4
171,ERK2,10.0,89,7
171,CHK2,10.0,67,4
171,IGF-1R,10.0,88,11
171,GSK3 beta ,10.0,98,8
171,CDK2-Cyclin A,10.0,90,6
171,PLK1,10.0,95,5
171,Aurora A,10.0,97,5
171,Aurora B,10.0,93,7
171,LKB1,10.0,104,3
171,AMPK,10.0,99,7
171,MARK1,10.0,107,8
171,MARK2,10.0,88,1
171,MARK3,10.0,100,15
171,MARK4,10.0,103,0
171,BRSK1,10.0,129,54
171,BRSK2,10.0,86,13
171,MELK,10.0,91,6
171,NUAK1,10.0,96,4
171,CK1 delta ,10.0,84,1
171,CK2,10.0,88,11
171,DYRK1A,10.0,103,1
171,DYRK2,10.0,92,16
171,DYRK3,10.0,84,10
171,NEK2a,10.0,100,5
171,NEK6,10.0,102,12
171,IKK beta ,10.0,96,1
171,IKK epsilon ,10.0,78,2
171,TBK1,10.0,88,4
171,PIM1,10.0,103,18
171,PIM2,10.0,101,5
171,PIM3,10.0,78,14
171,SRPK1,10.0,102,7
171,EF2K,10.0,107,9
171,HIPK1,10.0,98,29
171,HIPK2,10.0,97,10
171,HIPK3,10.0,89,6
171,CLK2,10.0,119,22
171,PAK2,10.0,93,4
171,PAK4,10.0,106,8
171,PAK5,10.0,89,10
171,PAK6,10.0,91,16
171,MKK1,10.0,99,7
171,MST2,10.0,84,8
171,MST4,10.0,88,10
171,GCK,10.0,88,5
171,MINK1,10.0,96,7
171,MEKK1,10.0,107,5
171,MLK1,10.0,88,1
171,MLK3,10.0,92,12
171,TAO1,10.0,100,12
171,ASK1,10.0,87,7
171,MKK2,10.0,99,2
171,TAK1,10.0,105,8
171,IRAK4,10.0,99,4
171,RIPK2,10.0,121,5
171,TTK,10.0,98,1
