ID,CNumber,Target,Screen Conc(0.001),% Activity Remaining,Standard Deviation,Screen Conc(0.01),% Activity Remaining.1,Standard Deviation.1,Screen Conc(0.1),% Activity Remaining.2,Standard Deviation.2,Screen Conc(0.1-1.0),% Activity Remaining.3,Standard Deviation.3,Screen Conc(1.0),% Activity Remaining.4,Standard Deviation.4,Screen Conc(1.0-5.0),% Activity Remaining.5,Standard Deviation.5,Screen Conc(5.0-10.0),% Activity Remaining.6,Standard Deviation.6,Screen Conc(10.0),% Activity Remaining.7,Standard Deviation.7,Screen Conc(10.0-25.0),% Activity Remaining.8,Standard Deviation.8,Screen Conc(25.0),% Activity Remaining.9,Standard Deviation.9,Screen Conc(25.0-50.0),% Activity Remaining.10,Standard Deviation.10,Screen Conc(50.0),% Activity Remaining.11,Standard Deviation.11,Screen Conc(100.0),% Activity Remaining.12,Standard Deviation.12,Screen Conc(>100.0),% Activity Remaining.13,Standard Deviation.13
14590,351.0,O60674,,,,,,,,,,,,,1.0,109,4,,,,,,,10.0,109,4,,,,,,,,,,,,,,,,,,
14591,351.0,P28482,,,,,,,,,,,,,1.0,103,1,,,,,,,10.0,66,3,,,,,,,,,,,,,,,,,,
14592,351.0,P43405,,,,,,,,,,,,,1.0,108,2,,,,,,,10.0,102,3,,,,,,,,,,,,,,,,,,
14593,351.0,P43403,,,,,,,,,,,,,1.0,115,15,,,,,,,10.0,114,1,,,,,,,,,,,,,,,,,,
14594,351.0,Q02763,,,,,,,,,,,,,1.0,106,7,,,,,,,10.0,97,13,,,,,,,,,,,,,,,,,,
14595,351.0,Q9UGK3,,,,,,,,,,,,,1.0,125,0,,,,,,,10.0,114,5,,,,,,,,,,,,,,,,,,
14596,351.0,P29317,,,,,,,,,,,,,1.0,114,14,,,,,,,10.0,122,7,,,,,,,,,,,,,,,,,,
14597,351.0,P54764,,,,,,,,,,,,,1.0,104,2,,,,,,,10.0,92,4,,,,,,,,,,,,,,,,,,
14598,351.0,P54762,,,,,,,,,,,,,1.0,111,2,,,,,,,10.0,94,11,,,,,,,,,,,,,,,,,,
14599,351.0,P29323,,,,,,,,,,,,,1.0,118,9,,,,,,,10.0,136,14,,,,,,,,,,,,,,,,,,
14600,351.0,P54753,,,,,,,,,,,,,1.0,105,4,,,,,,,10.0,127,18,,,,,,,,,,,,,,,,,,
14601,351.0,P54760,,,,,,,,,,,,,1.0,92,3,,,,,,,10.0,94,7,,,,,,,,,,,,,,,,,,
14602,351.0,P11362,,,,,,,,,,,,,1.0,85,3,,,,,,,10.0,78,3,,,,,,,,,,,,,,,,,,
14603,351.0,Q15303,,,,,,,,,,,,,1.0,127,12,,,,,,,10.0,131,0,,,,,,,,,,,,,,,,,,
14604,351.0,P08069,,,,,,,,,,,,,1.0,109,9,,,,,,,10.0,110,6,,,,,,,,,,,,,,,,,,
14605,351.0,P35568,,,,,,,,,,,,,1.0,119,12,,,,,,,10.0,121,7,,,,,,,,,,,,,,,,,,
14606,351.0,P14616,,,,,,,,,,,,,1.0,114,7,,,,,,,10.0,91,6,,,,,,,,,,,,,,,,,,
14607,351.0,P04629,,,,,,,,,,,,,1.0,106,7,,,,,,,10.0,53,3,,,,,,,,,,,,,,,,,,
14608,351.0,Q16832,,,,,,,,,,,,,1.0,109,15,,,,,,,10.0,97,1,,,,,,,,,,,,,,,,,,
14609,351.0,P17948,,,,,,,,,,,,,1.0,115,18,,,,,,,10.0,109,18,,,,,,,,,,,,,,,,,,
14610,351.0,P16234,,,,,,,,,,,,,1.0,118,2,,,,,,,10.0,85,6,,,,,,,,,,,,,,,,,,
14611,351.0,Q9BXM7,,,,,,,,,,,,,1.0,109,0,,,,,,,10.0,107,13,,,,,,,,,,,,,,,,,,
14612,134.0,O00141,,,,,,,,,,,,,,,,,,,,,,10.0,98,1,,,,,,,30.0,80.0,1.0,,,,,,,,,
14613,134.0,P23443,,,,,,,,,,,,,,,,,,,,,,10.0,95,10,,,,,,,30.0,72.0,4.0,,,,,,,,,
14614,134.0,P23677,,,,,,,,,,,,,,,,,,,,,,10.0,93,12,,,,,,,30.0,81.0,4.0,,,,,,,,,
14615,134.0,ROCK 2,,,,,,,,,,,,,,,,,,,,,,10.0,76,5,,,,,,,30.0,26.0,3.0,,,,,,,,,
14616,134.0,Q16513,,,,,,,,,,,,,,,,,,,,,,10.0,63,0,,,,,,,30.0,30.0,2.0,,,,,,,,,
14617,134.0,PKC alpha ,,,,,,,,,,,,,,,,,,,,,,10.0,99,1,,,,,,,30.0,75.0,1.0,,,,,,,,,
14618,134.0,PKC zeta ,,,,,,,,,,,,,,,,,,,,,,10.0,107,5,,,,,,,30.0,85.0,8.0,,,,,,,,,
14619,134.0,Q15139,,,,,,,,,,,,,,,,,,,,,,10.0,104,5,,,,,,,30.0,49.0,0.0,,,,,,,,,
14620,134.0,P05556,,,,,,,,,,,,,,,,,,,,,,10.0,104,2,,,,,,,30.0,78.0,0.0,,,,,,,,,
14621,134.0,Q9BUB5,,,,,,,,,,,,,,,,,,,,,,10.0,70,2,,,,,,,30.0,47.0,5.0,,,,,,,,,
14622,134.0,Q8TDC3,,,,,,,,,,,,,,,,,,,,,,10.0,95,8,,,,,,,30.0,73.0,4.0,,,,,,,,,
14623,134.0,Q9HBH9,,,,,,,,,,,,,,,,,,,,,,10.0,92,4,,,,,,,30.0,47.0,6.0,,,,,,,,,
14624,134.0,MAPKAP-K2 ,,,,,,,,,,,,,,,,,,,,,,10.0,95,1,,,,,,,30.0,78.0,1.0,,,,,,,,,
14625,134.0,Q16644,,,,,,,,,,,,,,,,,,,,,,10.0,95,2,,,,,,,30.0,70.0,5.0,,,,,,,,,
14626,134.0,Q8IW41,,,,,,,,,,,,,,,,,,,,,,10.0,98,1,,,,,,,30.0,78.0,5.0,,,,,,,,,
14627,134.0,CAMKK beta ,,,,,,,,,,,,,,,,,,,,,,10.0,76,3,,,,,,,30.0,40.0,3.0,,,,,,,,,
14628,134.0,Q8IU85,,,,,,,,,,,,,,,,,,,,,,10.0,80,3,,,,,,,30.0,22.0,1.0,,,,,,,,,
14629,134.0,SmMLCK,,,,,,,,,,,,,,,,,,,,,,10.0,64,7,,,,,,,30.0,38.0,7.0,,,,,,,,,
14630,134.0,Q8IWQ3,,,,,,,,,,,,,,,,,,,,,,10.0,99,2,,,,,,,30.0,53.0,1.0,,,,,,,,,
14631,134.0,O60285,,,,,,,,,,,,,,,,,,,,,,10.0,105,1,,,,,,,30.0,58.0,1.0,,,,,,,,,
14632,134.0,O15530,,,,,,,,,,,,,,,,,,,,,,10.0,81,7,,,,,,,30.0,79.0,1.0,,,,,,,,,
14633,134.0,P53355,,,,,,,,,,,,,,,,,,,,,,10.0,37,2,,,,,,,30.0,16.0,2.0,,,,,,,,,
14634,134.0,PKB alpha ,,,,,,,,,,,,,,,,,,,,,,10.0,105,9,,,,,,,30.0,60.0,1.0,,,,,,,,,
14635,134.0,O14757,,,,,,,,,,,,,,,,,,,,,,10.0,90,2,,,,,,,30.0,69.0,10.0,,,,,,,,,
14636,134.0,PKB beta ,,,,,,,,,,,,,,,,,,,,,,10.0,82,7,,,,,,,30.0,60.0,1.0,,,,,,,,,
14637,134.0,O96017,,,,,,,,,,,,,,,,,,,,,,10.0,107,9,,,,,,,30.0,71.0,2.0,,,,,,,,,
14638,134.0,GSK3 beta ,,,,,,,,,,,,,,,,,,,,,,10.0,89,7,,,,,,,30.0,53.0,7.0,,,,,,,,,
14639,134.0,CDK2-Cyclin A,,,,,,,,,,,,,,,,,,,,,,10.0,112,2,,,,,,,30.0,52.0,0.0,,,,,,,,,
14640,134.0,P53350,,,,,,,,,,,,,,,,,,,,,,10.0,99,3,,,,,,,30.0,73.0,2.0,,,,,,,,,
14641,134.0,Aurora A,,,,,,,,,,,,,,,,,,,,,,10.0,81,0,,,,,,,30.0,32.0,3.0,,,,,,,,,
14642,134.0,Aurora B,,,,,,,,,,,,,,,,,,,,,,10.0,72,1,,,,,,,30.0,25.0,4.0,,,,,,,,,
14643,134.0,Q15831,,,,,,,,,,,,,,,,,,,,,,10.0,92,2,,,,,,,30.0,51.0,4.0,,,,,,,,,
14644,134.0,Q9Y478,,,,,,,,,,,,,,,,,,,,,,10.0,92,4,,,,,,,30.0,74.0,0.0,,,,,,,,,
14645,134.0,Q9P0L2,,,,,,,,,,,,,,,,,,,,,,10.0,107,2,,,,,,,30.0,64.0,0.0,,,,,,,,,
14646,134.0,Q7KZI7,,,,,,,,,,,,,,,,,,,,,,10.0,85,1,,,,,,,30.0,63.0,3.0,,,,,,,,,
14647,134.0,P27448,,,,,,,,,,,,,,,,,,,,,,10.0,96,4,,,,,,,30.0,66.0,10.0,,,,,,,,,
14648,134.0,Q96L34,,,,,,,,,,,,,,,,,,,,,,10.0,95,4,,,,,,,30.0,88.0,8.0,,,,,,,,,
14649,134.0,Q8TDC3,,,,,,,,,,,,,,,,,,,,,,10.0,86,5,,,,,,,30.0,35.0,0.0,,,,,,,,,
14650,134.0,Q8IWQ3,,,,,,,,,,,,,,,,,,,,,,10.0,81,5,,,,,,,30.0,42.0,3.0,,,,,,,,,
14651,134.0,Q14680,,,,,,,,,,,,,,,,,,,,,,10.0,81,1,,,,,,,30.0,33.0,10.0,,,,,,,,,
14652,134.0,O60285,,,,,,,,,,,,,,,,,,,,,,10.0,74,14,,,,,,,30.0,29.0,2.0,,,,,,,,,
14653,134.0,CK1 delta ,,,,,,,,,,,,,,,,,,,,,,10.0,95,1,,,,,,,30.0,74.0,7.0,,,,,,,,,
14654,134.0,P67870,,,,,,,,,,,,,,,,,,,,,,10.0,118,4,,,,,,,30.0,106.0,3.0,,,,,,,,,
14655,134.0,Q13627,,,,,,,,,,,,,,,,,,,,,,10.0,70,4,,,,,,,30.0,16.0,1.0,,,,,,,,,
14656,134.0,Q92630,,,,,,,,,,,,,,,,,,,,,,10.0,80,4,,,,,,,30.0,26.0,3.0,,,,,,,,,
14657,134.0,O43781,,,,,,,,,,,,,,,,,,,,,,10.0,83,6,,,,,,,30.0,27.0,3.0,,,,,,,,,
14658,134.0,NEK2a,,,,,,,,,,,,,,,,,,,,,,10.0,90,10,,,,,,,30.0,76.0,8.0,,,,,,,,,
14659,134.0,Q9HC98,,,,,,,,,,,,,,,,,,,,,,10.0,94,5,,,,,,,30.0,94.0,14.0,,,,,,,,,
14660,134.0,IKK beta ,,,,,,,,,,,,,,,,,,,,,,10.0,44,1,,,,,,,30.0,11.0,0.0,,,,,,,,,
14661,134.0,IKK epsilon ,,,,,,,,,,,,,,,,,,,,,,10.0,90,0,,,,,,,30.0,53.0,2.0,,,,,,,,,
14662,134.0,Q9UHD2,,,,,,,,,,,,,,,,,,,,,,10.0,96,1,,,,,,,30.0,69.0,7.0,,,,,,,,,
14663,134.0,P11309,,,,,,,,,,,,,,,,,,,,,,10.0,48,2,,,,,,,30.0,13.0,1.0,,,,,,,,,
14664,134.0,Q9P1W9,,,,,,,,,,,,,,,,,,,,,,10.0,80,5,,,,,,,30.0,39.0,3.0,,,,,,,,,
14665,134.0,Q86V86,,,,,,,,,,,,,,,,,,,,,,10.0,40,6,,,,,,,30.0,17.0,1.0,,,,,,,,,
14666,134.0,Q96SB4,,,,,,,,,,,,,,,,,,,,,,10.0,101,10,,,,,,,30.0,86.0,3.0,,,,,,,,,
14667,134.0,Q92974,,,,,,,,,,,,,,,,,,,,,,10.0,103,1,,,,,,,30.0,119.0,1.0,,,,,,,,,
14668,134.0,Q86Z02,,,,,,,,,,,,,,,,,,,,,,10.0,109,11,,,,,,,30.0,82.0,3.0,,,,,,,,,
14669,134.0,Q9H2X6,,,,,,,,,,,,,,,,,,,,,,10.0,71,5,,,,,,,30.0,49.0,4.0,,,,,,,,,
14670,134.0,Q9H422,,,,,,,,,,,,,,,,,,,,,,10.0,104,2,,,,,,,30.0,98.0,2.0,,,,,,,,,
14671,134.0,Q9Y4R8,,,,,,,,,,,,,,,,,,,,,,10.0,54,1,,,,,,,30.0,15.0,6.0,,,,,,,,,
14672,134.0,Q13177,,,,,,,,,,,,,,,,,,,,,,10.0,96,3,,,,,,,30.0,79.0,2.0,,,,,,,,,
14673,134.0,O96013,,,,,,,,,,,,,,,,,,,,,,10.0,94,3,,,,,,,30.0,69.0,1.0,,,,,,,,,
14674,134.0,Q9NQU5,,,,,,,,,,,,,,,,,,,,,,10.0,99,2,,,,,,,30.0,64.0,3.0,,,,,,,,,
14675,134.0,Q13177,,,,,,,,,,,,,,,,,,,,,,10.0,90,4,,,,,,,30.0,92.0,3.0,,,,,,,,,
14676,134.0,Q13188,,,,,,,,,,,,,,,,,,,,,,10.0,91,1,,,,,,,30.0,54.0,1.0,,,,,,,,,
14677,134.0,Q9P289,,,,,,,,,,,,,,,,,,,,,,10.0,115,3,,,,,,,30.0,125.0,10.0,,,,,,,,,
14678,134.0,Q8N4C8,,,,,,,,,,,,,,,,,,,,,,10.0,87,1,,,,,,,30.0,26.0,0.0,,,,,,,,,
14679,134.0,Q8N4C8,,,,,,,,,,,,,,,,,,,,,,10.0,97,1,,,,,,,30.0,26.0,2.0,,,,,,,,,
14680,134.0,Q13233,,,,,,,,,,,,,,,,,,,,,,10.0,95,5,,,,,,,30.0,74.0,6.0,,,,,,,,,
14681,134.0,P80192,,,,,,,,,,,,,,,,,,,,,,10.0,77,2,,,,,,,30.0,54.0,5.0,,,,,,,,,
14682,134.0,Q16584,,,,,,,,,,,,,,,,,,,,,,10.0,80,5,,,,,,,30.0,31.0,1.0,,,,,,,,,
14683,134.0,Q7L7X3,,,,,,,,,,,,,,,,,,,,,,10.0,104,1,,,,,,,30.0,54.0,3.0,,,,,,,,,
14684,134.0,O14649,,,,,,,,,,,,,,,,,,,,,,10.0,104,4,,,,,,,30.0,99.0,5.0,,,,,,,,,
14685,134.0,P27448,,,,,,,,,,,,,,,,,,,,,,10.0,88,4,,,,,,,30.0,67.0,7.0,,,,,,,,,
14686,134.0,Q9NWZ3,,,,,,,,,,,,,,,,,,,,,,10.0,80,7,,,,,,,30.0,41.0,5.0,,,,,,,,,
14687,134.0,O43353,,,,,,,,,,,,,,,,,,,,,,10.0,42,7,,,,,,,30.0,24.0,6.0,,,,,,,,,
14688,134.0,P33981,,,,,,,,,,,,,,,,,,,,,,10.0,80,3,,,,,,,30.0,45.0,3.0,,,,,,,,,
14689,134.0,Q14247,,,,,,,,,,,,,,,,,,,,,,10.0,102,3,,,,,,,30.0,75.0,5.0,,,,,,,,,
14690,134.0,Q13501,,,,,,,,,,,,,,,,,,,,,,10.0,88,5,,,,,,,30.0,72.0,5.0,,,,,,,,,
14691,134.0,P67870,,,,,,,,,,,,,,,,,,,,,,10.0,109,4,,,,,,,30.0,85.0,10.0,,,,,,,,,
14692,134.0,P07947,,,,,,,,,,,,,,,,,,,,,,10.0,82,6,,,,,,,30.0,39.0,1.0,,,,,,,,,
14693,134.0,Q06187,,,,,,,,,,,,,,,,,,,,,,10.0,70,2,,,,,,,30.0,37.0,10.0,,,,,,,,,
14694,134.0,O60674,,,,,,,,,,,,,,,,,,,,,,10.0,93,9,,,,,,,30.0,46.0,6.0,,,,,,,,,
14695,134.0,P43405,,,,,,,,,,,,,,,,,,,,,,10.0,95,7,,,,,,,30.0,62.0,8.0,,,,,,,,,
14696,134.0,P29317,,,,,,,,,,,,,,,,,,,,,,10.0,92,4,,,,,,,30.0,71.0,5.0,,,,,,,,,
14697,134.0,P54764,,,,,,,,,,,,,,,,,,,,,,10.0,105,10,,,,,,,30.0,84.0,10.0,,,,,,,,,
14698,134.0,P54762,,,,,,,,,,,,,,,,,,,,,,10.0,102,4,,,,,,,30.0,88.0,3.0,,,,,,,,,
14699,134.0,P29323,,,,,,,,,,,,,,,,,,,,,,10.0,101,4,,,,,,,30.0,76.0,10.0,,,,,,,,,
14700,134.0,P54753,,,,,,,,,,,,,,,,,,,,,,10.0,92,13,,,,,,,30.0,47.0,6.0,,,,,,,,,
14701,134.0,P54760,,,,,,,,,,,,,,,,,,,,,,10.0,105,11,,,,,,,30.0,89.0,1.0,,,,,,,,,
14702,134.0,P11362,,,,,,,,,,,,,,,,,,,,,,10.0,100,7,,,,,,,30.0,41.0,4.0,,,,,,,,,
14703,134.0,Q15303,,,,,,,,,,,,,,,,,,,,,,10.0,65,1,,,,,,,30.0,42.0,11.0,,,,,,,,,
14704,134.0,P08069,,,,,,,,,,,,,,,,,,,,,,10.0,97,13,,,,,,,30.0,54.0,8.0,,,,,,,,,
14705,134.0,P35568,,,,,,,,,,,,,,,,,,,,,,10.0,108,8,,,,,,,30.0,84.0,12.0,,,,,,,,,
14706,134.0,P14616,,,,,,,,,,,,,,,,,,,,,,10.0,66,7,,,,,,,30.0,38.0,3.0,,,,,,,,,
14707,134.0,P04629,,,,,,,,,,,,,,,,,,,,,,10.0,73,14,,,,,,,30.0,51.0,2.0,,,,,,,,,
14708,134.0,P17948,,,,,,,,,,,,,,,,,,,,,,10.0,74,7,,,,,,,30.0,20.0,3.0,,,,,,,,,
14709,134.0,Q02750,,,,,,,,,,,,,,,,,,,,,,10.0,96,12,,,,,,,30.0,61.0,0.0,,,,,,,,,
14710,134.0,P36507,,,,,,,,,,,,,,,,,,,,,,10.0,96,2,,,,,,,30.0,74.0,0.0,,,,,,,,,
14711,134.0,P52564,,,,,,,,,,,,,,,,,,,,,,10.0,94,4,,,,,,,30.0,84.0,14.0,,,,,,,,,
14712,134.0,P27361,,,,,,,,,,,,,,,,,,,,,,10.0,111,2,,,,,,,30.0,73.0,1.0,,,,,,,,,
14713,134.0,P28482,,,,,,,,,,,,,,,,,,,,,,10.0,105,5,,,,,,,30.0,95.0,9.0,,,,,,,,,
14714,134.0,P45983,,,,,,,,,,,,,,,,,,,,,,10.0,92,5,,,,,,,30.0,77.0,2.0,,,,,,,,,
14715,134.0,P45984,,,,,,,,,,,,,,,,,,,,,,10.0,99,1,,,,,,,30.0,85.0,8.0,,,,,,,,,
14716,134.0,P53779,,,,,,,,,,,,,,,,,,,,,,10.0,95,1,,,,,,,30.0,65.0,1.0,,,,,,,,,
14717,134.0,p38 alpha MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,101,1,,,,,,,30.0,82.0,1.0,,,,,,,,,
14718,134.0,p38 beta MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,100,7,,,,,,,30.0,83.0,4.0,,,,,,,,,
14719,134.0,p38 gamma MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,94,6,,,,,,,30.0,44.0,5.0,,,,,,,,,
14720,134.0,p38 delta MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,90,5,,,,,,,30.0,62.0,2.0,,,,,,,,,
14721,134.0,Q8TD08,,,,,,,,,,,,,,,,,,,,,,10.0,80,4,,,,,,,30.0,15.0,0.0,,,,,,,,,
14722,171.0,PKC alpha ,,,,,,,,,,,,,1.0,88,20,,,,,,,10.0,88,3,,,,,,,,,,,,,,,,,,
14723,171.0,Q14247,,,,,,,,,,,,,1.0,125,27,,,,,,,10.0,113,15,,,,,,,,,,,,,,,,,,
14724,171.0,PKC zeta ,,,,,,,,,,,,,1.0,115,27,,,,,,,10.0,96,16,,,,,,,,,,,,,,,,,,
14725,171.0,Q13501,,,,,,,,,,,,,1.0,98,10,,,,,,,10.0,110,8,,,,,,,,,,,,,,,,,,
14726,171.0,Q15139,,,,,,,,,,,,,1.0,90,17,,,,,,,10.0,97,6,,,,,,,,,,,,,,,,,,
14727,171.0,P67870,,,,,,,,,,,,,1.0,78,14,,,,,,,10.0,103,24,,,,,,,,,,,,,,,,,,
14728,171.0,P05556,,,,,,,,,,,,,1.0,103,9,,,,,,,10.0,110,14,,,,,,,,,,,,,,,,,,
14729,171.0,P07947,,,,,,,,,,,,,1.0,93,43,,,,,,,10.0,79,3,,,,,,,,,,,,,,,,,,
14730,171.0,Q9BUB5,,,,,,,,,,,,,1.0,104,7,,,,,,,10.0,92,11,,,,,,,,,,,,,,,,,,
14731,171.0,Q06187,,,,,,,,,,,,,1.0,106,27,,,,,,,10.0,105,6,,,,,,,,,,,,,,,,,,
14732,171.0,P45983,,,,,,,,,,,,,1.0,84,13,,,,,,,10.0,97,1,,,,,,,,,,,,,,,,,,
14733,171.0,Q9HBH9,,,,,,,,,,,,,1.0,114,23,,,,,,,10.0,108,4,,,,,,,,,,,,,,,,,,
14734,171.0,O60674,,,,,,,,,,,,,1.0,89,11,,,,,,,10.0,93,10,,,,,,,,,,,,,,,,,,
14735,171.0,MAPKAP-K2 ,,,,,,,,,,,,,1.0,88,10,,,,,,,10.0,93,3,,,,,,,,,,,,,,,,,,
14736,171.0,P43405,,,,,,,,,,,,,1.0,92,18,,,,,,,10.0,104,6,,,,,,,,,,,,,,,,,,
14737,171.0,Q16644,,,,,,,,,,,,,1.0,103,13,,,,,,,10.0,101,8,,,,,,,,,,,,,,,,,,
14738,171.0,P29317,,,,,,,,,,,,,1.0,113,20,,,,,,,10.0,105,18,,,,,,,,,,,,,,,,,,
14739,171.0,Q8IW41,,,,,,,,,,,,,1.0,89,22,,,,,,,10.0,99,30,,,,,,,,,,,,,,,,,,
14740,171.0,P54764,,,,,,,,,,,,,1.0,92,21,,,,,,,10.0,105,3,,,,,,,,,,,,,,,,,,
14741,171.0,P17948,,,,,,,,,,,,,1.0,89,11,,,,,,,10.0,104,5,,,,,,,,,,,,,,,,,,
14742,171.0,CAMKK beta ,,,,,,,,,,,,,1.0,96,10,,,,,,,10.0,108,6,,,,,,,,,,,,,,,,,,
14743,171.0,P54762,,,,,,,,,,,,,1.0,102,28,,,,,,,10.0,100,11,,,,,,,,,,,,,,,,,,
14744,171.0,Q8IU85,,,,,,,,,,,,,1.0,114,3,,,,,,,10.0,110,5,,,,,,,,,,,,,,,,,,
14745,171.0,P29323,,,,,,,,,,,,,1.0,107,3,,,,,,,10.0,109,6,,,,,,,,,,,,,,,,,,
14746,171.0,SmMLCK,,,,,,,,,,,,,1.0,91,34,,,,,,,10.0,118,21,,,,,,,,,,,,,,,,,,
14747,171.0,P54753,,,,,,,,,,,,,1.0,132,35,,,,,,,10.0,129,10,,,,,,,,,,,,,,,,,,
14748,171.0,O60285,,,,,,,,,,,,,1.0,109,8,,,,,,,10.0,106,10,,,,,,,,,,,,,,,,,,
14749,171.0,P54760,,,,,,,,,,,,,1.0,106,4,,,,,,,10.0,108,5,,,,,,,,,,,,,,,,,,
14750,171.0,P53355,,,,,,,,,,,,,1.0,110,12,,,,,,,10.0,113,15,,,,,,,,,,,,,,,,,,
14751,171.0,P11362,,,,,,,,,,,,,1.0,138,22,,,,,,,10.0,126,1,,,,,,,,,,,,,,,,,,
14752,171.0,O14757,,,,,,,,,,,,,1.0,91,13,,,,,,,10.0,98,6,,,,,,,,,,,,,,,,,,
14753,171.0,Q15303,,,,,,,,,,,,,1.0,110,5,,,,,,,10.0,116,4,,,,,,,,,,,,,,,,,,
14754,171.0,P28482,,,,,,,,,,,,,1.0,106,28,,,,,,,10.0,89,7,,,,,,,,,,,,,,,,,,
14755,171.0,O96017,,,,,,,,,,,,,1.0,71,24,,,,,,,10.0,67,4,,,,,,,,,,,,,,,,,,
14756,171.0,P08069,,,,,,,,,,,,,1.0,94,6,,,,,,,10.0,88,11,,,,,,,,,,,,,,,,,,
14757,171.0,GSK3 beta ,,,,,,,,,,,,,1.0,93,9,,,,,,,10.0,98,8,,,,,,,,,,,,,,,,,,
14758,171.0,CDK2-Cyclin A,,,,,,,,,,,,,1.0,84,3,,,,,,,10.0,90,6,,,,,,,,,,,,,,,,,,
14759,171.0,P53350,,,,,,,,,,,,,1.0,93,7,,,,,,,10.0,95,5,,,,,,,,,,,,,,,,,,
14760,171.0,Aurora A,,,,,,,,,,,,,1.0,103,3,,,,,,,10.0,97,5,,,,,,,,,,,,,,,,,,
14761,171.0,Aurora B,,,,,,,,,,,,,1.0,88,24,,,,,,,10.0,93,7,,,,,,,,,,,,,,,,,,
14762,171.0,Q15831,,,,,,,,,,,,,1.0,127,13,,,,,,,10.0,104,3,,,,,,,,,,,,,,,,,,
14763,171.0,Q9Y478,,,,,,,,,,,,,1.0,96,19,,,,,,,10.0,99,7,,,,,,,,,,,,,,,,,,
14764,171.0,Q9P0L2,,,,,,,,,,,,,1.0,100,3,,,,,,,10.0,107,8,,,,,,,,,,,,,,,,,,
14765,171.0,Q7KZI7,,,,,,,,,,,,,1.0,90,9,,,,,,,10.0,88,1,,,,,,,,,,,,,,,,,,
14766,171.0,P27448,,,,,,,,,,,,,1.0,101,11,,,,,,,10.0,100,15,,,,,,,,,,,,,,,,,,
14767,171.0,Q96L34,,,,,,,,,,,,,1.0,93,15,,,,,,,10.0,103,0,,,,,,,,,,,,,,,,,,
14768,171.0,Q8TDC3,,,,,,,,,,,,,1.0,89,13,,,,,,,10.0,129,54,,,,,,,,,,,,,,,,,,
14769,171.0,Q8IWQ3,,,,,,,,,,,,,1.0,92,11,,,,,,,10.0,86,13,,,,,,,,,,,,,,,,,,
14770,171.0,Q14680,,,,,,,,,,,,,1.0,87,16,,,,,,,10.0,91,6,,,,,,,,,,,,,,,,,,
14771,171.0,O60285,,,,,,,,,,,,,1.0,98,9,,,,,,,10.0,96,4,,,,,,,,,,,,,,,,,,
14772,171.0,CK1 delta ,,,,,,,,,,,,,1.0,86,5,,,,,,,10.0,84,1,,,,,,,,,,,,,,,,,,
14773,171.0,P67870,,,,,,,,,,,,,1.0,80,8,,,,,,,10.0,88,11,,,,,,,,,,,,,,,,,,
14774,171.0,Q13627,,,,,,,,,,,,,1.0,96,14,,,,,,,10.0,103,1,,,,,,,,,,,,,,,,,,
14775,171.0,Q92630,,,,,,,,,,,,,1.0,93,17,,,,,,,10.0,92,16,,,,,,,,,,,,,,,,,,
14776,171.0,O43781,,,,,,,,,,,,,1.0,87,29,,,,,,,10.0,84,10,,,,,,,,,,,,,,,,,,
14777,171.0,NEK2a,,,,,,,,,,,,,1.0,109,4,,,,,,,10.0,100,5,,,,,,,,,,,,,,,,,,
14778,171.0,Q9HC98,,,,,,,,,,,,,1.0,95,26,,,,,,,10.0,102,12,,,,,,,,,,,,,,,,,,
14779,171.0,IKK beta ,,,,,,,,,,,,,1.0,100,3,,,,,,,10.0,96,1,,,,,,,,,,,,,,,,,,
14780,171.0,IKK epsilon ,,,,,,,,,,,,,1.0,73,14,,,,,,,10.0,78,2,,,,,,,,,,,,,,,,,,
14781,171.0,Q9UHD2,,,,,,,,,,,,,1.0,97,22,,,,,,,10.0,88,4,,,,,,,,,,,,,,,,,,
14782,171.0,P11309,,,,,,,,,,,,,1.0,87,20,,,,,,,10.0,103,18,,,,,,,,,,,,,,,,,,
14783,171.0,Q9P1W9,,,,,,,,,,,,,1.0,94,20,,,,,,,10.0,101,5,,,,,,,,,,,,,,,,,,
14784,171.0,Q86V86,,,,,,,,,,,,,1.0,88,41,,,,,,,10.0,78,14,,,,,,,,,,,,,,,,,,
14785,171.0,Q96SB4,,,,,,,,,,,,,1.0,92,15,,,,,,,10.0,102,7,,,,,,,,,,,,,,,,,,
14786,171.0,Q92974,,,,,,,,,,,,,1.0,100,15,,,,,,,10.0,107,9,,,,,,,,,,,,,,,,,,
14787,171.0,Q86Z02,,,,,,,,,,,,,1.0,98,14,,,,,,,10.0,98,29,,,,,,,,,,,,,,,,,,
14788,171.0,Q9H2X6,,,,,,,,,,,,,1.0,88,0,,,,,,,10.0,97,10,,,,,,,,,,,,,,,,,,
14789,171.0,Q9H422,,,,,,,,,,,,,1.0,84,16,,,,,,,10.0,89,6,,,,,,,,,,,,,,,,,,
14790,171.0,Q9Y4R8,,,,,,,,,,,,,1.0,127,3,,,,,,,10.0,119,22,,,,,,,,,,,,,,,,,,
14791,171.0,Q13177,,,,,,,,,,,,,1.0,98,14,,,,,,,10.0,93,4,,,,,,,,,,,,,,,,,,
