ID,CNumber,Target,Screen Conc(0.001),% Activity Remaining,Standard Deviation,Screen Conc(0.01),% Activity Remaining.1,Standard Deviation.1,Screen Conc(0.1),% Activity Remaining.2,Standard Deviation.2,Screen Conc(0.1-1.0),% Activity Remaining.3,Standard Deviation.3,Screen Conc(1.0),% Activity Remaining.4,Standard Deviation.4,Screen Conc(1.0-5.0),% Activity Remaining.5,Standard Deviation.5,Screen Conc(5.0-10.0),% Activity Remaining.6,Standard Deviation.6,Screen Conc(10.0),% Activity Remaining.7,Standard Deviation.7,Screen Conc(10.0-25.0),% Activity Remaining.8,Standard Deviation.8,Screen Conc(25.0),% Activity Remaining.9,Standard Deviation.9,Screen Conc(25.0-50.0),% Activity Remaining.10,Standard Deviation.10,Screen Conc(50.0),% Activity Remaining.11,Standard Deviation.11,Screen Conc(100.0),% Activity Remaining.12,Standard Deviation.12,Screen Conc(>100.0),% Activity Remaining.13,Standard Deviation.13
14385,77.0,P67870,,,,,,,,,,,,,,,,2.0,81,0,,,,,,,20.0,90.0,7.0,,,,,,,,,,,,,,,
14386,77.0,P27361,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,109.0,1.0,,,,,,,,,,,,,,,
14387,77.0,P45984,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,86.0,6.0,,,,,,,,,,,,,,,
14388,77.0,PKC zeta ,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,60.0,3.0,,,,,,,,,,,,,,,
14389,77.0,CAMKK alpha ,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,82.0,2.0,,,,,,,,,,,,,,,
14390,77.0,CAMKK beta ,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,91.0,2.0,,,,,,,,,,,,,,,
14391,77.0,Aurora C,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,66.0,1.0,,,,,,,,,,,,,,,
14392,77.0,Q8IWQ3,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,22.0,4.0,,,,,,,,,,,,,,,
14393,77.0,Q14680,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,70.0,2.0,,,,,,,,,,,,,,,
14394,77.0,Q92630,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,88.0,2.0,,,,,,,,,,,,,,,
14395,77.0,O43781,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,54.0,2.0,,,,,,,,,,,,,,,
14396,77.0,P11309,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,11.0,0.0,,,,,,,,,,,,,,,
14397,77.0,Q86V86,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,7.0,0.0,,,,,,,,,,,,,,,
14398,77.0,Q9H2X6,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,41.0,5.0,,,,,,,,,,,,,,,
14399,77.0,Q9H422,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,76.0,2.0,,,,,,,,,,,,,,,
14400,77.0,O96013,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,89.0,2.0,,,,,,,,,,,,,,,
14401,77.0,Q9NQU5,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,103.0,3.0,,,,,,,,,,,,,,,
14402,77.0,Q13177,,,,,,,,,,,,,,,,2.0,None,None,,,,,,,20.0,98.0,6.0,,,,,,,,,,,,,,,
14403,78.0,Q8IU85,,,,,,,,,,,,,,,,,,,,,,10.0,74,8,,,,,,,,,,,,,100.0,17,3,,,
14404,78.0,SmMLCK,,,,,,,,,,,,,,,,,,,,,,10.0,95,40,,,,,,,,,,,,,100.0,31,0,,,
14405,78.0,O60285,,,,,,,,,,,,,,,,,,,,,,10.0,95,5,,,,,,,,,,,,,100.0,47,6,,,
14406,78.0,O14757,,,,,,,,,,,,,,,,,,,,,,10.0,86,5,,,,,,,,,,,,,100.0,94,2,,,
14407,78.0,O96017,,,,,,,,,,,,,,,,,,,,,,10.0,77,5,,,,,,,,,,,,,100.0,108,5,,,
14408,78.0,GSK3 beta ,,,,,,,,,,,,,,,,,,,,,,10.0,80,5,,,,,,,,,,,,,100.0,88,1,,,
14409,78.0,CDK2-Cyclin A,,,,,,,,,,,,,,,,,,,,,,10.0,57,2,,,,,,,,,,,,,100.0,13,1,,,
14410,78.0,P53350,,,,,,,,,,,,,,,,,,,,,,10.0,101,6,,,,,,,,,,,,,100.0,98,7,,,
14411,78.0,Aurora B,,,,,,,,,,,,,,,,,,,,,,10.0,63,2,,,,,,,,,,,,,100.0,57,2,,,
14412,78.0,Aurora C,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,73,3,,,
14413,78.0,Q9Y478,,,,,,,,,,,,,,,,,,,,,,10.0,85,14,,,,,,,,,,,,,100.0,32,3,,,
14414,78.0,P27448,,,,,,,,,,,,,,,,,,,,,,10.0,103,5,,,,,,,,,,,,,100.0,130,1,,,
14415,78.0,Q8IWQ3,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,2,5,,,
14416,78.0,Q14680,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,66,7,,,
14417,78.0,CK1 delta ,,,,,,,,,,,,,,,,,,,,,,10.0,91,3,,,,,,,,,,,,,100.0,58,3,,,
14418,78.0,P67870,,,,,,,,,,,,,,,,,,,,,,10.0,78,4,,,,,,,,,,,,,100.0,25,2,,,
14419,78.0,Q13627,,,,,,,,,,,,,,,,,,,,,,10.0,84,16,,,,,,,,,,,,,100.0,46,5,,,
14420,78.0,Q92630,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,79,6,,,
14421,78.0,O43781,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,30,2,,,
14422,78.0,NEK2a,,,,,,,,,,,,,,,,,,,,,,10.0,83,0,,,,,,,,,,,,,100.0,94,3,,,
14423,78.0,Q9HC98,,,,,,,,,,,,,,,,,,,,,,10.0,103,14,,,,,,,,,,,,,100.0,105,1,,,
14424,78.0,Q8TDX7,,,,,,,,,,,,,,,,,,,,,,10.0,92,8,,,,,,,,,,,,,100.0,122,6,,,
14425,78.0,IKK beta ,,,,,,,,,,,,,,,,,,,,,,10.0,71,1,,,,,,,,,,,,,100.0,67,1,,,
14426,78.0,P11309,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,7,0,,,
14427,78.0,Q9P1W9,,,,,,,,,,,,,,,,,,,,,,10.0,63,0,,,,,,,,,,,,,100.0,43,6,,,
14428,78.0,Q86V86,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,7,0,,,
14429,78.0,Q96SB4,,,,,,,,,,,,,,,,,,,,,,10.0,87,16,,,,,,,,,,,,,100.0,92,1,,,
14430,78.0,Q13188,,,,,,,,,,,,,,,,,,,,,,10.0,82,0,,,,,,,,,,,,,100.0,74,4,,,
14431,78.0,Q92974,,,,,,,,,,,,,,,,,,,,,,10.0,88,12,,,,,,,,,,,,,100.0,122,1,,,
14432,78.0,Q9H2X6,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,43,1,,,
14433,78.0,Q9H422,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,68,5,,,
14434,78.0,O96013,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,94,1,,,
14435,78.0,Q9NQU5,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,85,4,,,
14436,78.0,Q13177,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,108,4,,,
14437,78.0,Q14247,,,,,,,,,,,,,,,,,,,,,,10.0,82,3,,,,,,,,,,,,,100.0,100,1,,,
14438,78.0,Q13501,,,,,,,,,,,,,,,,,,,,,,10.0,75,0,,,,,,,,,,,,,100.0,81,1,,,
14439,78.0,P67870,,,,,,,,,,,,,,,,,,,,,,10.0,80,8,,,,,,,,,,,,,100.0,78,2,,,
14440,78.0,Q02750,,,,,,,,,,,,,,,,,,,,,,10.0,58,14,,,,,,,,,,,,,100.0,75,3,,,
14441,78.0,P28482,,,,,,,,,,,,,,,,,,,,,,10.0,96,7,,,,,,,,,,,,,100.0,91,8,,,
14442,78.0,P45983,,,,,,,,,,,,,,,,,,,,,,10.0,84,9,,,,,,,,,,,,,100.0,115,1,,,
14443,78.0,P53779,,,,,,,,,,,,,,,,,,,,,,10.0,76,1,,,,,,,,,,,,,100.0,92,0,,,
14444,78.0,p38 alpha MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,88,3,,,,,,,,,,,,,100.0,92,6,,,
14445,78.0,p38 beta MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,80,4,,,,,,,,,,,,,100.0,86,1,,,
14446,78.0,p38 gamma MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,91,4,,,,,,,,,,,,,100.0,87,4,,,
14447,78.0,p38 delta MAPK,,,,,,,,,,,,,,,,,,,,,,10.0,65,13,,,,,,,,,,,,,100.0,88,4,,,
14448,78.0,Q8TD08,,,,,,,,,,,,,,,,,,,,,,10.0,84,10,,,,,,,,,,,,,100.0,50,2,,,
14449,78.0,Q8TDC3,,,,,,,,,,,,,,,,,,,,,,10.0,43,8,,,,,,,,,,,,,100.0,12,0,,,
14450,78.0,Q8IWQ3,,,,,,,,,,,,,,,,,,,,,,10.0,67,6,,,,,,,,,,,,,100.0,19,1,,,
14451,78.0,O15530,,,,,,,,,,,,,,,,,,,,,,10.0,96,7,,,,,,,,,,,,,100.0,87,2,,,
14452,78.0,PKB alpha ,,,,,,,,,,,,,,,,,,,,,,10.0,89,5,,,,,,,,,,,,,100.0,44,4,,,
14453,78.0,PKB beta ,,,,,,,,,,,,,,,,,,,,,,10.0,92,4,,,,,,,,,,,,,100.0,58,3,,,
14454,78.0,O00141,,,,,,,,,,,,,,,,,,,,,,10.0,82,11,,,,,,,,,,,,,100.0,59,4,,,
14455,78.0,P23443,,,,,,,,,,,,,,,,,,,,,,10.0,32,6,,,,,,,,,,,,,100.0,13,1,,,
14456,78.0,P23677,,,,,,,,,,,,,,,,,,,,,,10.0,61,3,,,,,,,,,,,,,100.0,25,5,,,
14457,78.0,ROCK 2,,,,,,,,,,,,,,,,,,,,,,10.0,28,0,,,,,,,,,,,,,100.0,6,0,,,
14458,78.0,Q16513,,,,,,,,,,,,,,,,,,,,,,10.0,15,0,,,,,,,,,,,,,100.0,1,1,,,
14459,78.0,PKC alpha ,,,,,,,,,,,,,,,,,,,,,,10.0,72,2,,,,,,,,,,,,,100.0,27,0,,,
14460,78.0,Q15139,,,,,,,,,,,,,,,,,,,,,,10.0,85,8,,,,,,,,,,,,,100.0,48,5,,,
14461,78.0,P05556,,,,,,,,,,,,,,,,,,,,,,10.0,30,1,,,,,,,,,,,,,100.0,11,3,,,
14462,78.0,Q9BUB5,,,,,,,,,,,,,,,,,,,,,,10.0,66,0,,,,,,,,,,,,,100.0,28,4,,,
14463,78.0,Q9HBH9,,,,,,,,,,,,,,,,,,,,,,10.0,81,9,,,,,,,,,,,,,100.0,40,2,,,
14464,78.0,MAPKAP-K2 ,,,,,,,,,,,,,,,,,,,,,,10.0,85,4,,,,,,,,,,,,,100.0,69,4,,,
14465,78.0,Q16644,,,,,,,,,,,,,,,,,,,,,,10.0,97,6,,,,,,,,,,,,,100.0,79,2,,,
14466,78.0,Q8IW41,,,,,,,,,,,,,,,,,,,,,,10.0,77,1,,,,,,,,,,,,,100.0,37,6,,,
14467,78.0,P27361,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,91,1,,,
14468,78.0,P45984,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,92,4,,,
14469,78.0,PKC zeta ,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,50,5,,,
14470,78.0,CAMKK alpha ,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,108,1,,,
14471,78.0,CAMKK beta ,,,,,,,,,,,,,,,,,,,,,,10.0,None,None,,,,,,,,,,,,,100.0,75,1,,,
14472,351.0,Q13164,,,,,,,,,,,,,1.0,77,5,,,,,,,10.0,40,4,,,,,,,,,,,,,,,,,,
14473,351.0,P45983,,,,,,,,,,,,,1.0,90,5,,,,,,,10.0,41,5,,,,,,,,,,,,,,,,,,
14474,351.0,P45984,,,,,,,,,,,,,1.0,93,9,,,,,,,10.0,43,10,,,,,,,,,,,,,,,,,,
14475,351.0,P53779,,,,,,,,,,,,,1.0,57,3,,,,,,,10.0,17,6,,,,,,,,,,,,,,,,,,
14476,351.0,p38 alpha MAPK,,,,,,,,,,,,,1.0,106,6,,,,,,,10.0,108,10,,,,,,,,,,,,,,,,,,
14477,351.0,p38 beta MAPK,,,,,,,,,,,,,1.0,104,0,,,,,,,10.0,108,7,,,,,,,,,,,,,,,,,,
14478,351.0,p38 gamma MAPK,,,,,,,,,,,,,1.0,113,13,,,,,,,10.0,115,4,,,,,,,,,,,,,,,,,,
14479,351.0,p38 delta MAPK,,,,,,,,,,,,,1.0,113,7,,,,,,,10.0,112,8,,,,,,,,,,,,,,,,,,
14480,351.0,Q8TD08,,,,,,,,,,,,,1.0,93,5,,,,,,,10.0,75,8,,,,,,,,,,,,,,,,,,
14481,351.0,Q8TDC3,,,,,,,,,,,,,1.0,90,4,,,,,,,10.0,60,4,,,,,,,,,,,,,,,,,,
14482,351.0,Q8IWQ3,,,,,,,,,,,,,1.0,104,2,,,,,,,10.0,75,12,,,,,,,,,,,,,,,,,,
14483,351.0,O15530,,,,,,,,,,,,,1.0,124,3,,,,,,,10.0,109,5,,,,,,,,,,,,,,,,,,
14484,351.0,PKB alpha ,,,,,,,,,,,,,1.0,107,6,,,,,,,10.0,109,7,,,,,,,,,,,,,,,,,,
14485,351.0,PKB beta ,,,,,,,,,,,,,1.0,108,10,,,,,,,10.0,115,5,,,,,,,,,,,,,,,,,,
14486,351.0,O00141,,,,,,,,,,,,,1.0,115,12,,,,,,,10.0,99,1,,,,,,,,,,,,,,,,,,
14487,351.0,P23443,,,,,,,,,,,,,1.0,95,5,,,,,,,10.0,103,1,,,,,,,,,,,,,,,,,,
14488,351.0,P23677,,,,,,,,,,,,,1.0,113,3,,,,,,,10.0,114,13,,,,,,,,,,,,,,,,,,
14489,351.0,ROCK 2,,,,,,,,,,,,,1.0,110,2,,,,,,,10.0,108,2,,,,,,,,,,,,,,,,,,
14490,351.0,Q16513,,,,,,,,,,,,,1.0,111,0,,,,,,,10.0,111,7,,,,,,,,,,,,,,,,,,
14491,351.0,PKC alpha ,,,,,,,,,,,,,1.0,114,3,,,,,,,10.0,106,3,,,,,,,,,,,,,,,,,,
14492,351.0,PKC gamma ,,,,,,,,,,,,,1.0,109,9,,,,,,,10.0,100,0,,,,,,,,,,,,,,,,,,
14493,351.0,PKC zeta ,,,,,,,,,,,,,1.0,110,6,,,,,,,10.0,88,6,,,,,,,,,,,,,,,,,,
14494,351.0,Q15139,,,,,,,,,,,,,1.0,94,11,,,,,,,10.0,50,6,,,,,,,,,,,,,,,,,,
14495,351.0,Q9BYT3,,,,,,,,,,,,,1.0,77,1,,,,,,,10.0,31,4,,,,,,,,,,,,,,,,,,
14496,351.0,P05556,,,,,,,,,,,,,1.0,107,6,,,,,,,10.0,111,6,,,,,,,,,,,,,,,,,,
14497,351.0,Q9BUB5,,,,,,,,,,,,,1.0,109,8,,,,,,,10.0,89,4,,,,,,,,,,,,,,,,,,
14498,351.0,Q9HBH9,,,,,,,,,,,,,1.0,114,18,,,,,,,10.0,69,3,,,,,,,,,,,,,,,,,,
14499,351.0,MAPKAP-K2 ,,,,,,,,,,,,,1.0,110,7,,,,,,,10.0,102,3,,,,,,,,,,,,,,,,,,
14500,351.0,Q16644,,,,,,,,,,,,,1.0,121,6,,,,,,,10.0,120,14,,,,,,,,,,,,,,,,,,
14501,351.0,Q8IW41,,,,,,,,,,,,,1.0,85,4,,,,,,,10.0,31,8,,,,,,,,,,,,,,,,,,
14502,351.0,CAMKK beta ,,,,,,,,,,,,,1.0,73,8,,,,,,,10.0,39,13,,,,,,,,,,,,,,,,,,
14503,351.0,Q8IU85,,,,,,,,,,,,,1.0,78,3,,,,,,,10.0,24,4,,,,,,,,,,,,,,,,,,
14504,351.0,SmMLCK,,,,,,,,,,,,,1.0,100,0,,,,,,,10.0,36,0,,,,,,,,,,,,,,,,,,
14505,351.0,O60285,,,,,,,,,,,,,1.0,88,1,,,,,,,10.0,39,1,,,,,,,,,,,,,,,,,,
14506,351.0,P53355,,,,,,,,,,,,,1.0,92,3,,,,,,,10.0,54,0,,,,,,,,,,,,,,,,,,
14507,351.0,O14757,,,,,,,,,,,,,1.0,106,4,,,,,,,10.0,106,8,,,,,,,,,,,,,,,,,,
14508,351.0,O96017,,,,,,,,,,,,,1.0,81,3,,,,,,,10.0,26,4,,,,,,,,,,,,,,,,,,
14509,351.0,GSK3 beta ,,,,,,,,,,,,,1.0,102,4,,,,,,,10.0,105,2,,,,,,,,,,,,,,,,,,
14510,351.0,CDK2-Cyclin A,,,,,,,,,,,,,1.0,124,3,,,,,,,10.0,91,2,,,,,,,,,,,,,,,,,,
14511,351.0,CDK9-Cyclin T1,,,,,,,,,,,,,1.0,96,11,,,,,,,10.0,100,10,,,,,,,,,,,,,,,,,,
14512,351.0,P53350,,,,,,,,,,,,,1.0,123,5,,,,,,,10.0,114,7,,,,,,,,,,,,,,,,,,
14513,351.0,Aurora A,,,,,,,,,,,,,1.0,104,3,,,,,,,10.0,103,7,,,,,,,,,,,,,,,,,,
14514,351.0,Aurora B,,,,,,,,,,,,,1.0,100,3,,,,,,,10.0,68,1,,,,,,,,,,,,,,,,,,
14515,351.0,Q9UKI8,,,,,,,,,,,,,1.0,106,13,,,,,,,10.0,100,1,,,,,,,,,,,,,,,,,,
14516,351.0,Q15831,,,,,,,,,,,,,1.0,117,7,,,,,,,10.0,110,2,,,,,,,,,,,,,,,,,,
14517,351.0,AMPK (hum),,,,,,,,,,,,,1.0,100,5,,,,,,,10.0,48,11,,,,,,,,,,,,,,,,,,
14518,351.0,Q9P0L2,,,,,,,,,,,,,1.0,102,1,,,,,,,10.0,102,1,,,,,,,,,,,,,,,,,,
14519,351.0,Q7KZI7,,,,,,,,,,,,,1.0,97,12,,,,,,,10.0,106,11,,,,,,,,,,,,,,,,,,
14520,351.0,P27448,,,,,,,,,,,,,1.0,104,0,,,,,,,10.0,113,9,,,,,,,,,,,,,,,,,,
14521,351.0,Q96L34,,,,,,,,,,,,,1.0,101,9,,,,,,,10.0,109,8,,,,,,,,,,,,,,,,,,
14522,351.0,Q8TDC3,,,,,,,,,,,,,1.0,105,1,,,,,,,10.0,79,8,,,,,,,,,,,,,,,,,,
14523,351.0,Q8IWQ3,,,,,,,,,,,,,1.0,101,10,,,,,,,10.0,86,8,,,,,,,,,,,,,,,,,,
14524,351.0,Q14680,,,,,,,,,,,,,1.0,102,1,,,,,,,10.0,55,8,,,,,,,,,,,,,,,,,,
14525,351.0,O60285,,,,,,,,,,,,,1.0,53,3,,,,,,,10.0,16,3,,,,,,,,,,,,,,,,,,
14526,351.0,Q9H0K1,,,,,,,,,,,,,1.0,103,6,,,,,,,10.0,106,9,,,,,,,,,,,,,,,,,,
14527,351.0,Q9Y2K2,,,,,,,,,,,,,1.0,95,4,,,,,,,10.0,105,7,,,,,,,,,,,,,,,,,,
14528,351.0,Q9BXA7,,,,,,,,,,,,,1.0,47,3,,,,,,,10.0,13,3,,,,,,,,,,,,,,,,,,
14529,351.0,CK1 gamma 2,,,,,,,,,,,,,1.0,107,0,,,,,,,10.0,104,7,,,,,,,,,,,,,,,,,,
14530,351.0,CK1 delta ,,,,,,,,,,,,,1.0,102,15,,,,,,,10.0,101,2,,,,,,,,,,,,,,,,,,
14531,351.0,P67870,,,,,,,,,,,,,1.0,102,1,,,,,,,10.0,116,10,,,,,,,,,,,,,,,,,,
14532,351.0,Q5TCY1,,,,,,,,,,,,,1.0,102,3,,,,,,,10.0,94,7,,,,,,,,,,,,,,,,,,
14533,351.0,Q6IQ55,,,,,,,,,,,,,1.0,94,19,,,,,,,10.0,100,10,,,,,,,,,,,,,,,,,,
14534,351.0,Q13627,,,,,,,,,,,,,1.0,87,19,,,,,,,10.0,52,5,,,,,,,,,,,,,,,,,,
14535,351.0,Q92630,,,,,,,,,,,,,1.0,95,10,,,,,,,10.0,59,2,,,,,,,,,,,,,,,,,,
14536,351.0,O43781,,,,,,,,,,,,,1.0,109,6,,,,,,,10.0,94,1,,,,,,,,,,,,,,,,,,
14537,351.0,NEK2a,,,,,,,,,,,,,1.0,108,1,,,,,,,10.0,115,16,,,,,,,,,,,,,,,,,,
14538,351.0,Q9HC98,,,,,,,,,,,,,1.0,103,8,,,,,,,10.0,112,3,,,,,,,,,,,,,,,,,,
14539,351.0,IKK beta ,,,,,,,,,,,,,1.0,102,12,,,,,,,10.0,108,7,,,,,,,,,,,,,,,,,,
14540,351.0,IKK epsilon ,,,,,,,,,,,,,1.0,99,9,,,,,,,10.0,99,2,,,,,,,,,,,,,,,,,,
14541,351.0,Q9UHD2,,,,,,,,,,,,,1.0,118,12,,,,,,,10.0,99,1,,,,,,,,,,,,,,,,,,
14542,351.0,P11309,,,,,,,,,,,,,1.0,103,4,,,,,,,10.0,61,3,,,,,,,,,,,,,,,,,,
14543,351.0,Q9P1W9,,,,,,,,,,,,,1.0,108,4,,,,,,,10.0,97,4,,,,,,,,,,,,,,,,,,
14544,351.0,Q86V86,,,,,,,,,,,,,1.0,96,15,,,,,,,10.0,49,7,,,,,,,,,,,,,,,,,,
14545,351.0,Q96SB4,,,,,,,,,,,,,1.0,94,13,,,,,,,10.0,71,3,,,,,,,,,,,,,,,,,,
14546,351.0,Q92974,,,,,,,,,,,,,1.0,98,3,,,,,,,10.0,100,8,,,,,,,,,,,,,,,,,,
14547,351.0,Q9NZJ5,,,,,,,,,,,,,1.0,116,4,,,,,,,10.0,115,7,,,,,,,,,,,,,,,,,,
14548,351.0,Q86Z02,,,,,,,,,,,,,1.0,104,5,,,,,,,10.0,104,7,,,,,,,,,,,,,,,,,,
14549,351.0,Q9H2X6,,,,,,,,,,,,,1.0,113,3,,,,,,,10.0,93,7,,,,,,,,,,,,,,,,,,
14550,351.0,Q9H422,,,,,,,,,,,,,1.0,115,11,,,,,,,10.0,98,3,,,,,,,,,,,,,,,,,,
14551,351.0,Q9Y4R8,,,,,,,,,,,,,1.0,17,1,,,,,,,10.0,2,1,,,,,,,,,,,,,,,,,,
14552,351.0,Q13177,,,,,,,,,,,,,1.0,100,11,,,,,,,10.0,105,6,,,,,,,,,,,,,,,,,,
14553,351.0,O96013,,,,,,,,,,,,,1.0,113,6,,,,,,,10.0,108,13,,,,,,,,,,,,,,,,,,
14554,351.0,Q9NQU5,,,,,,,,,,,,,1.0,95,2,,,,,,,10.0,102,10,,,,,,,,,,,,,,,,,,
14555,351.0,Q13177,,,,,,,,,,,,,1.0,128,9,,,,,,,10.0,110,1,,,,,,,,,,,,,,,,,,
14556,351.0,Q13188,,,,,,,,,,,,,1.0,102,8,,,,,,,10.0,116,5,,,,,,,,,,,,,,,,,,
14557,351.0,Q9P289,,,,,,,,,,,,,1.0,105,13,,,,,,,10.0,110,5,,,,,,,,,,,,,,,,,,
14558,351.0,Q9P289,,,,,,,,,,,,,1.0,109,17,,,,,,,10.0,111,2,,,,,,,,,,,,,,,,,,
14559,351.0,Q8N4C8,,,,,,,,,,,,,1.0,99,1,,,,,,,10.0,51,14,,,,,,,,,,,,,,,,,,
14560,351.0,Q8IVH8,,,,,,,,,,,,,1.0,95,11,,,,,,,10.0,89,3,,,,,,,,,,,,,,,,,,
14561,351.0,Q9Y4K4,,,,,,,,,,,,,1.0,98,2,,,,,,,10.0,88,3,,,,,,,,,,,,,,,,,,
14562,351.0,Q8N4C8,,,,,,,,,,,,,1.0,115,2,,,,,,,10.0,100,14,,,,,,,,,,,,,,,,,,
14563,351.0,Q13233,,,,,,,,,,,,,1.0,103,2,,,,,,,10.0,103,14,,,,,,,,,,,,,,,,,,
14564,351.0,P80192,,,,,,,,,,,,,1.0,110,1,,,,,,,10.0,56,4,,,,,,,,,,,,,,,,,,
14565,351.0,Q16584,,,,,,,,,,,,,1.0,110,8,,,,,,,10.0,95,7,,,,,,,,,,,,,,,,,,
14566,351.0,Q15569,,,,,,,,,,,,,1.0,92,9,,,,,,,10.0,94,4,,,,,,,,,,,,,,,,,,
14567,351.0,Q7L7X3,,,,,,,,,,,,,1.0,105,9,,,,,,,10.0,120,14,,,,,,,,,,,,,,,,,,
14568,351.0,O14649,,,,,,,,,,,,,1.0,52,6,,,,,,,10.0,20,1,,,,,,,,,,,,,,,,,,
14569,351.0,P27448,,,,,,,,,,,,,1.0,90,2,,,,,,,10.0,53,9,,,,,,,,,,,,,,,,,,
14570,351.0,P51617,,,,,,,,,,,,,1.0,89,1,,,,,,,10.0,87,4,,,,,,,,,,,,,,,,,,
14571,351.0,Q9NWZ3,,,,,,,,,,,,,1.0,93,5,,,,,,,10.0,92,1,,,,,,,,,,,,,,,,,,
14572,351.0,O43353,,,,,,,,,,,,,1.0,119,8,,,,,,,10.0,116,3,,,,,,,,,,,,,,,,,,
14573,351.0,O95747,,,,,,,,,,,,,1.0,100,0,,,,,,,10.0,64,1,,,,,,,,,,,,,,,,,,
14574,351.0,P33981,,,,,,,,,,,,,1.0,84,10,,,,,,,10.0,53,4,,,,,,,,,,,,,,,,,,
14575,351.0,O75716,,,,,,,,,,,,,1.0,112,4,,,,,,,10.0,115,4,,,,,,,,,,,,,,,,,,
14576,351.0,Q9H4A3,,,,,,,,,,,,,1.0,120,0,,,,,,,10.0,116,5,,,,,,,,,,,,,,,,,,
14577,351.0,O75385,,,,,,,,,,,,,1.0,105,1,,,,,,,10.0,94,11,,,,,,,,,,,,,,,,,,
14578,351.0,Q8IYT8,,,,,,,,,,,,,1.0,105,2,,,,,,,10.0,89,1,,,,,,,,,,,,,,,,,,
14579,351.0,P36897,,,,,,,,,,,,,1.0,118,6,,,,,,,10.0,115,1,,,,,,,,,,,,,,,,,,
14580,351.0,Q14247,,,,,,,,,,,,,1.0,90,3,,,,,,,10.0,99,19,,,,,,,,,,,,,,,,,,
14581,351.0,Q13501,,,,,,,,,,,,,1.0,107,1,,,,,,,10.0,113,15,,,,,,,,,,,,,,,,,,
14582,351.0,P67870,,,,,,,,,,,,,1.0,119,8,,,,,,,10.0,122,3,,,,,,,,,,,,,,,,,,
14583,351.0,Q02750,,,,,,,,,,,,,1.0,93,7,,,,,,,10.0,73,7,,,,,,,,,,,,,,,,,,
14584,351.0,P07947,,,,,,,,,,,,,1.0,93,12,,,,,,,10.0,109,21,,,,,,,,,,,,,,,,,,
14585,351.0,P36507,,,,,,,,,,,,,1.0,88,3,,,,,,,10.0,78,12,,,,,,,,,,,,,,,,,,
14586,351.0,P53004,,,,,,,,,,,,,1.0,103,7,,,,,,,10.0,97,3,,,,,,,,,,,,,,,,,,
14587,351.0,P52564,,,,,,,,,,,,,1.0,109,0,,,,,,,10.0,100,5,,,,,,,,,,,,,,,,,,
14588,351.0,Q06187,,,,,,,,,,,,,1.0,91,3,,,,,,,10.0,102,2,,,,,,,,,,,,,,,,,,
14589,351.0,P27361,,,,,,,,,,,,,1.0,94,2,,,,,,,10.0,56,11,,,,,,,,,,,,,,,,,,
